date	max	min	mean	stdev
64	249.00	155.00	185.21	322.49
65	249.00	149.00	183.81	312.47
66	249.00	156.00	184.25	291.35
67	249.00	152.00	184.90	283.59
68	249.00	150.00	187.00	318.59
69	249.00	150.00	185.91	266.88
70	251.00	147.00	184.19	295.97
71	251.00	152.00	183.76	255.87
72	251.00	152.00	183.84	276.38
73	252.00	148.00	184.03	320.85
74	252.00	139.00	182.15	369.37
75	252.00	141.00	180.61	370.41
76	252.00	135.00	182.94	402.06
77	252.00	142.00	183.69	359.74
78	252.00	150.00	183.22	310.41
79	252.00	143.00	182.31	297.05
80	252.00	150.00	181.71	271.34
81	252.00	153.00	182.76	232.42
82	252.00	153.00	182.39	209.63
83	252.00	156.00	181.78	234.92
84	252.00	141.00	182.38	252.37
85	252.00	148.00	183.98	300.24
86	252.00	150.00	183.81	286.19
87	252.00	157.00	183.54	313.01
88	252.00	155.00	183.76	265.99
89	252.00	147.00	185.71	294.19
90	252.00	150.00	183.77	262.59
91	252.00	145.00	183.78	271.61
92	252.00	153.00	181.78	214.25
93	252.00	152.00	182.70	210.36
94	252.00	148.00	181.81	254.59
95	252.00	148.00	181.28	261.92
96	252.00	149.00	180.70	289.63
97	252.00	150.00	179.47	227.88
98	252.00	145.00	178.53	237.47
99	252.00	145.00	177.87	210.57
100	252.00	145.00	176.97	203.38
101	252.00	151.00	177.19	212.18
102	252.00	147.00	177.32	235.78
103	252.00	147.00	177.51	251.02
104	252.00	142.00	179.17	240.33
105	252.00	143.00	182.69	374.02
106	252.00	145.00	181.60	304.07
107	252.00	152.00	182.24	286.69
108	252.00	148.00	181.25	320.05
109	253.00	144.00	182.31	346.46
110	253.00	147.00	181.47	330.17
111	253.00	146.00	181.00	325.78
112	253.00	141.00	181.60	300.82
113	253.00	147.00	182.52	355.87
114	254.00	149.00	183.21	448.84
115	254.00	142.00	183.33	447.97
116	255.00	147.00	187.35	496.40
117	255.00	149.00	185.06	363.46
118	255.00	138.00	184.18	355.56
119	255.00	142.00	184.59	338.12
120	255.00	146.00	186.81	374.29
121	255.00	141.00	186.40	414.25
122	255.00	154.00	186.43	372.09
123	255.00	146.00	184.53	399.87
124	255.00	148.00	186.66	389.30
125	255.00	143.00	186.44	409.40
126	256.00	148.00	186.80	380.15
127	256.00	148.00	183.43	336.38
128	256.00	141.00	184.66	372.97
129	256.00	147.00	185.29	354.57
130	256.00	149.00	186.62	345.19
131	256.00	152.00	186.46	399.16
132	256.00	149.00	185.90	437.30
133	256.00	152.00	186.22	353.21
134	256.00	158.00	186.21	318.53
135	256.00	151.00	184.26	303.17
136	256.00	149.00	184.07	327.25
137	256.00	150.00	185.77	282.25
138	256.00	150.00	185.37	325.20
139	256.00	152.00	187.59	317.16
140	256.00	144.00	189.23	402.84
141	256.00	146.00	189.71	414.59
142	256.00	154.00	188.49	341.94
143	260.00	152.00	187.07	338.87
144	260.00	147.00	187.42	288.85
145	260.00	153.00	187.20	309.38
146	260.00	149.00	188.24	357.42
147	260.00	152.00	187.12	346.33
148	260.00	141.00	186.46	291.54
149	260.00	144.00	185.48	326.11
150	260.00	141.00	186.76	271.11
151	260.00	140.00	186.79	289.57
152	260.00	144.00	185.91	278.06
153	260.00	159.00	186.10	247.49
154	260.00	150.00	185.98	331.58
155	260.00	150.00	187.26	433.49
156	260.00	150.00	188.73	371.49
157	260.00	159.00	188.84	327.58
158	260.00	152.00	189.38	411.30
159	260.00	146.00	188.12	353.28
160	260.00	144.00	190.26	470.00
161	260.00	146.00	189.44	438.10
162	260.00	153.00	189.19	436.43
163	260.00	147.00	192.91	472.56
164	260.00	138.00	190.28	437.16
165	260.00	151.00	190.94	477.80
166	260.00	142.00	188.78	408.31
167	260.00	144.00	186.50	374.49
168	260.00	145.00	184.13	316.52
169	260.00	153.00	184.40	312.66
170	260.00	146.00	182.81	289.42
171	260.00	142.00	182.68	279.03
172	260.00	145.00	182.38	254.23
173	260.00	144.00	183.52	320.64
174	260.00	143.00	183.11	341.01
175	260.00	142.00	183.75	292.25
176	260.00	149.00	184.26	285.47
177	260.00	155.00	183.65	327.99
178	260.00	152.00	185.74	324.00
179	260.00	146.00	185.91	388.85
180	260.00	148.00	184.93	286.71
181	260.00	143.00	184.80	267.42
182	260.00	151.00	184.63	288.96
183	260.00	149.00	185.82	319.41
184	260.00	150.00	183.71	297.45
185	260.00	149.00	184.50	298.17
186	260.00	143.00	184.47	299.09
187	260.00	147.00	186.44	322.33
188	260.00	142.00	184.95	277.65
189	260.00	156.00	187.18	293.18
190	260.00	153.00	185.47	296.63
191	260.00	137.00	185.34	284.88
192	260.00	152.00	187.69	320.22
193	260.00	152.00	187.56	294.23
194	260.00	126.00	185.06	359.09
195	260.00	132.00	184.16	382.70
196	260.00	141.00	183.31	322.65
197	260.00	139.00	184.79	363.00
198	260.00	147.00	184.34	419.48
199	260.00	142.00	185.53	392.13
200	261.00	147.00	186.02	463.00
201	261.00	144.00	187.53	413.88
202	261.00	144.00	189.91	396.18
203	261.00	145.00	189.53	408.45
204	261.00	143.00	189.02	360.93
205	261.00	152.00	190.49	383.03
206	261.00	147.00	191.49	351.13
207	261.00	147.00	192.94	376.83
208	261.00	154.00	193.49	318.60
209	261.00	148.00	193.39	411.74
210	261.00	159.00	194.42	391.13
211	261.00	152.00	192.92	328.98
212	261.00	149.00	193.01	375.08
213	261.00	156.00	193.79	386.09
214	261.00	156.00	192.81	383.42
215	261.00	159.00	189.83	305.21
216	261.00	145.00	189.35	260.18
217	261.00	145.00	189.76	318.08
218	261.00	145.00	191.35	313.43
219	261.00	156.00	191.20	274.60
220	261.00	156.00	192.47	306.85
221	261.00	157.00	190.60	262.56
222	261.00	158.00	190.84	296.54
223	261.00	151.00	190.59	328.20
224	261.00	157.00	189.67	252.62
225	261.00	157.00	191.03	263.53
226	261.00	157.00	191.56	267.12
227	261.00	153.00	190.12	284.86
228	261.00	157.00	190.27	346.33
229	261.00	151.00	190.71	435.57
230	261.00	148.00	188.76	324.16
231	261.00	142.00	187.91	334.45
232	261.00	154.00	189.36	384.40
233	261.00	153.00	192.07	379.94
234	261.00	149.00	189.80	368.89
235	261.00	150.00	187.29	359.72
236	261.00	153.00	187.99	361.31
237	261.00	145.00	186.98	331.83
238	261.00	154.00	186.50	237.38
239	261.00	154.00	184.66	322.21
240	261.00	154.00	185.75	340.85
241	261.00	157.00	187.10	367.83
242	261.00	150.00	190.64	364.27
243	261.00	157.00	189.47	324.70
244	261.00	154.00	189.87	344.57
245	261.00	153.00	188.90	311.34
246	261.00	159.00	189.76	273.69
247	261.00	154.00	191.69	334.65
248	266.00	145.00	191.36	359.43
249	266.00	144.00	190.15	356.06
250	269.00	152.00	190.44	373.51
251	269.00	147.00	188.07	389.32
252	269.00	147.00	190.72	398.43
253	269.00	147.00	192.63	390.77
254	269.00	151.00	194.88	363.85
255	269.00	157.00	195.50	354.21
256	269.00	161.00	197.17	357.57
257	269.00	154.00	194.38	314.14
258	269.00	151.00	192.05	314.89
259	269.00	154.00	193.00	321.37
260	269.00	157.00	190.48	320.20
261	269.00	158.00	192.19	377.22
262	269.00	158.00	191.85	395.13
263	269.00	161.00	193.51	444.91
264	269.00	152.00	194.62	410.51
265	269.00	160.00	193.21	334.86
266	269.00	163.00	192.02	299.79
267	269.00	153.00	192.54	428.19
268	269.00	160.00	193.85	432.24
269	269.00	163.00	193.49	431.58
270	269.00	159.00	193.22	371.14
271	269.00	159.00	192.57	333.05
272	269.00	148.00	190.97	357.10
273	269.00	158.00	193.05	380.83
274	269.00	156.00	192.99	381.96
275	269.00	154.00	194.26	432.94
276	269.00	144.00	193.53	425.31
277	269.00	159.00	194.39	375.88
278	269.00	160.00	193.84	421.29
279	269.00	157.00	192.53	353.90
280	269.00	155.00	192.49	384.94
281	269.00	156.00	191.09	409.05
282	269.00	156.00	192.78	419.58
283	269.00	155.00	193.07	371.05
284	269.00	146.00	191.78	456.08
285	269.00	158.00	195.28	404.72
286	269.00	159.00	194.84	340.82
287	269.00	160.00	194.13	346.84
288	269.00	151.00	193.04	333.83
289	269.00	155.00	195.43	270.34
290	269.00	155.00	194.52	278.98
291	269.00	154.00	192.56	323.36
292	273.00	143.00	192.94	351.87
293	273.00	159.00	193.28	280.32
294	273.00	149.00	192.28	313.55
295	273.00	150.00	190.59	321.91
296	273.00	153.00	190.79	321.05
297	273.00	154.00	191.28	371.15
298	273.00	155.00	191.00	373.30
299	274.00	149.00	191.78	417.68
300	274.00	149.00	190.87	384.80
301	274.00	154.00	189.00	320.08
302	274.00	161.00	189.34	321.85
303	274.00	157.00	188.78	333.21
304	274.00	155.00	188.90	331.20
305	274.00	154.00	188.72	347.54
306	274.00	149.00	187.53	326.32
307	274.00	153.00	187.35	272.66
308	276.00	151.00	185.92	286.59
309	276.00	145.00	184.22	341.73
310	276.00	145.00	182.41	303.62
311	276.00	146.00	181.24	331.72
312	276.00	147.00	182.50	345.31
313	276.00	148.00	183.10	332.71
314	276.00	148.00	184.59	437.09
315	276.00	153.00	183.58	360.11
316	276.00	154.00	183.53	361.76
317	276.00	154.00	184.36	384.80
318	276.00	149.00	185.27	394.97
319	276.00	149.00	184.03	353.17
320	276.00	144.00	182.03	297.97
321	276.00	145.00	181.09	285.79
322	276.00	145.00	184.27	405.59
323	276.00	146.00	188.26	448.39
324	276.00	146.00	190.00	452.86
325	276.00	149.00	192.52	553.78
326	276.00	141.00	193.13	534.70
327	277.00	142.00	193.37	432.09
328	277.00	154.00	194.46	403.40
329	277.00	159.00	194.00	424.34
330	277.00	158.00	194.47	361.32
331	277.00	155.00	191.79	390.38
332	277.00	153.00	192.91	399.77
333	277.00	151.00	190.79	353.80
334	277.00	151.00	191.13	382.01
335	277.00	136.00	189.98	384.73
336	277.00	153.00	189.74	423.17
337	277.00	155.00	188.96	430.84
338	277.00	157.00	191.19	471.92
339	277.00	148.00	191.76	467.16
340	277.00	141.00	194.19	525.91
341	277.00	141.00	194.37	465.31
342	278.00	157.00	197.77	588.41
343	278.00	158.00	197.35	503.95
344	278.00	154.00	196.16	446.02
345	278.00	157.00	196.75	427.91
346	278.00	157.00	197.59	508.73
347	280.00	154.00	199.06	552.57
348	280.00	151.00	197.95	424.17
349	280.00	158.00	196.20	377.28
350	280.00	158.00	196.21	361.38
351	282.00	164.00	198.78	424.09
352	282.00	160.00	197.81	332.11
353	282.00	152.00	196.57	323.61
354	282.00	155.00	196.88	416.73
355	283.00	149.00	195.59	471.15
356	283.00	145.00	195.91	521.97
357	283.00	148.00	196.38	439.65
358	283.00	152.00	195.07	442.97
359	286.00	152.00	197.60	610.93
360	286.00	152.00	197.01	567.28
361	286.00	152.00	194.69	506.64
362	286.00	153.00	192.06	448.56
363	287.00	150.00	194.22	505.62
364	287.00	151.00	196.66	566.36
365	287.00	140.00	195.68	502.14
366	287.00	151.00	196.33	393.23
367	287.00	158.00	197.24	381.51
368	287.00	161.00	197.10	381.15
369	287.00	151.00	199.67	452.36
370	287.00	151.00	197.51	374.63
371	287.00	148.00	196.22	358.07
372	287.00	156.00	195.31	335.60
373	287.00	159.00	194.96	444.43
374	287.00	150.00	194.88	411.56
375	287.00	150.00	195.48	470.30
376	287.00	158.00	196.00	400.21
377	287.00	159.00	195.89	352.10
378	287.00	160.00	197.44	483.32
379	290.00	159.00	197.56	593.90
380	290.00	160.00	197.09	500.19
381	290.00	159.00	196.33	547.59
382	290.00	165.00	198.24	519.66
383	290.00	161.00	195.19	548.76
384	290.00	147.00	198.30	575.75
385	290.00	147.00	198.34	591.68
386	290.00	155.00	197.97	581.02
387	290.00	157.00	201.97	609.91
388	290.00	147.00	205.34	539.11
389	290.00	163.00	204.59	487.91
390	290.00	163.00	203.76	561.62
391	290.00	160.00	205.88	601.20
392	290.00	160.00	206.72	548.08
393	290.00	165.00	209.49	488.15
394	290.00	159.00	209.07	548.14
395	290.00	159.00	211.60	647.76
396	290.00	154.00	212.99	628.57
397	290.00	154.00	211.19	565.44
398	290.00	154.00	211.36	531.80
399	290.00	154.00	211.60	517.49
400	290.00	161.00	210.79	479.95
401	290.00	164.00	211.94	509.03
402	290.00	168.00	213.88	603.34
403	290.00	168.00	213.31	580.55
404	290.00	166.00	209.22	399.81
405	290.00	170.00	211.48	460.12
406	290.00	172.00	210.62	390.34
407	290.00	166.00	208.34	345.61
408	290.00	172.00	210.26	378.48
409	291.00	173.00	210.88	406.55
410	291.00	173.00	210.54	440.44
411	293.00	173.00	210.93	414.66
412	294.00	177.00	211.01	442.19
413	294.00	160.00	208.80	440.58
414	294.00	174.00	206.22	348.06
415	294.00	174.00	209.71	537.19
416	294.00	168.00	206.78	366.25
417	294.00	163.00	206.40	387.65
418	294.00	169.00	207.82	470.98
419	294.00	163.00	208.59	635.66
420	297.00	163.00	204.81	548.94
421	297.00	164.00	203.47	519.89
422	297.00	165.00	201.16	368.41
423	297.00	159.00	199.19	426.42
424	297.00	157.00	202.22	518.80
425	297.00	164.00	204.94	581.68
426	297.00	160.00	204.47	489.63
427	297.00	167.00	204.44	463.59
428	297.00	159.00	204.47	416.63
429	297.00	163.00	204.32	502.42
430	297.00	148.00	203.56	448.40
431	297.00	160.00	201.88	407.37
432	297.00	147.00	202.88	545.26
433	297.00	147.00	206.97	643.02
434	297.00	163.00	208.53	751.20
435	297.00	154.00	207.53	676.52
436	297.00	154.00	209.25	563.45
437	297.00	164.00	210.75	585.33
438	303.00	163.00	208.84	663.02
439	303.00	168.00	209.83	572.45
440	303.00	167.00	208.66	526.87
441	303.00	166.00	210.90	574.06
442	303.00	156.00	210.63	486.97
443	303.00	168.00	210.06	411.04
444	303.00	169.00	211.32	482.46
445	307.00	168.00	212.94	590.56
446	307.00	170.00	215.25	541.18
447	307.00	163.00	213.12	578.13
448	307.00	163.00	214.96	569.54
449	307.00	169.00	214.87	515.96
450	307.00	172.00	213.01	572.14
451	307.00	174.00	214.44	566.53
452	307.00	160.00	210.76	488.38
453	307.00	163.00	208.34	385.66
454	307.00	166.00	210.01	456.27
455	307.00	166.00	209.00	484.21
456	307.00	166.00	208.56	564.49
457	307.00	168.00	210.41	638.25
458	307.00	170.00	212.92	641.30
459	307.00	169.00	213.25	675.20
460	307.00	176.00	217.41	678.04
461	308.00	172.00	218.73	663.26
462	309.00	159.00	218.31	667.19
463	309.00	159.00	220.06	598.97
464	309.00	159.00	219.06	495.87
465	309.00	172.00	220.51	516.32
466	309.00	172.00	224.94	698.55
467	309.00	185.00	226.88	627.23
468	309.00	182.00	225.94	527.48
469	309.00	175.00	223.23	477.09
470	309.00	175.00	223.44	482.61
471	309.00	175.00	226.91	508.97
472	310.00	180.00	226.51	575.17
473	310.00	174.00	227.40	656.72
474	310.00	170.00	229.12	706.81
475	310.00	170.00	229.49	726.69
476	310.00	172.00	231.63	737.47
477	310.00	180.00	232.86	613.29
478	310.00	174.00	232.54	634.75
479	310.00	177.00	232.93	581.49
480	310.00	175.00	232.18	519.08
481	311.00	188.00	231.38	565.68
482	311.00	178.00	230.72	718.88
483	312.00	185.00	232.43	703.28
484	312.00	185.00	229.28	652.90
485	312.00	184.00	230.85	741.65
486	312.00	186.00	230.85	587.94
487	312.00	182.00	234.49	564.57
488	312.00	173.00	232.12	557.07
489	312.00	182.00	232.34	437.45
490	312.00	195.00	234.59	427.24
491	312.00	193.00	232.75	482.13
492	312.00	194.00	232.20	466.76
493	312.00	191.00	233.54	418.78
494	312.00	188.00	232.22	479.18
495	312.00	188.00	232.10	409.37
496	312.00	188.00	234.47	360.18
497	312.00	189.00	231.96	302.75
498	312.00	192.00	232.03	360.31
499	312.00	183.00	232.41	406.43
500	312.00	193.00	234.81	493.76
501	312.00	190.00	234.84	464.99
502	312.00	187.00	232.63	474.72
503	312.00	187.00	230.04	432.18
504	312.00	178.00	229.82	396.09
505	312.00	179.00	230.25	427.93
506	312.00	191.00	230.79	414.58
507	312.00	187.00	229.11	435.43
508	312.00	183.00	230.21	421.27
509	312.00	188.00	230.94	427.63
510	312.00	190.00	233.24	499.27
511	312.00	190.00	229.94	458.07
512	312.00	181.00	229.84	469.05
513	312.00	181.00	230.31	588.75
514	312.00	181.00	231.09	642.04
515	312.00	181.00	233.78	728.38
516	312.00	185.00	236.15	584.48
517	312.00	182.00	237.43	527.86
518	312.00	182.00	238.12	448.81
519	312.00	187.00	237.31	337.57
520	312.00	187.00	239.66	394.15
521	314.00	185.00	239.38	406.57
522	314.00	184.00	236.98	465.47
523	314.00	185.00	238.84	469.37
524	314.00	187.00	241.84	541.68
525	314.00	197.00	241.59	529.11
526	314.00	192.00	241.14	503.41
527	314.00	194.00	241.63	438.50
528	314.00	202.00	242.68	370.38
529	314.00	190.00	241.17	417.09
530	319.00	202.00	242.81	458.59
531	319.00	200.00	241.78	401.90
532	319.00	192.00	238.47	400.96
533	319.00	192.00	238.31	358.77
534	319.00	200.00	234.96	323.26
535	319.00	200.00	232.82	307.80
536	319.00	198.00	233.12	432.12
537	319.00	194.00	233.29	359.41
538	319.00	199.00	233.02	306.97
539	319.00	199.00	233.04	305.73
540	319.00	187.00	232.82	289.03
541	319.00	194.00	232.99	367.22
542	319.00	192.00	229.96	336.37
543	319.00	198.00	229.06	296.88
544	319.00	195.00	229.69	374.06
545	319.00	195.00	228.96	343.05
546	319.00	196.00	231.95	577.42
547	319.00	196.00	231.46	544.34
548	319.00	194.00	231.04	592.35
549	319.00	192.00	229.85	505.37
550	319.00	190.00	230.32	550.08
551	319.00	193.00	229.93	441.79
552	319.00	191.00	227.91	359.59
553	319.00	196.00	226.99	408.22
554	319.00	191.00	225.99	334.91
555	319.00	192.00	225.94	331.25
556	319.00	194.00	226.59	365.18
557	319.00	188.00	228.32	451.08
558	319.00	190.00	227.29	392.08
559	319.00	192.00	227.26	363.47
560	319.00	192.00	229.18	429.52
561	319.00	187.00	231.69	391.99
562	319.00	194.00	231.31	434.46
563	319.00	194.00	230.35	395.38
564	319.00	198.00	234.36	469.42
565	319.00	191.00	234.41	583.45
566	319.00	193.00	233.93	455.67
567	319.00	198.00	234.48	481.50
568	321.00	189.00	235.41	509.29
569	321.00	187.00	234.23	528.86
570	321.00	186.00	232.06	499.83
571	321.00	191.00	229.88	421.71
572	324.00	188.00	230.79	504.66
573	324.00	186.00	230.68	564.34
574	324.00	187.00	233.81	592.85
575	324.00	187.00	235.31	591.28
576	324.00	190.00	231.96	411.02
577	324.00	190.00	232.35	407.66
578	324.00	189.00	231.59	409.99
579	324.00	192.00	232.81	424.11
580	324.00	190.00	230.84	371.90
581	324.00	183.00	228.68	390.95
582	324.00	187.00	231.03	444.70
583	324.00	183.00	229.09	390.32
584	324.00	187.00	225.58	389.71
585	324.00	185.00	226.22	428.19
586	324.00	187.00	229.79	456.24
587	324.00	187.00	228.03	456.23
588	324.00	189.00	228.40	463.71
589	324.00	187.00	227.40	439.05
590	324.00	192.00	229.82	500.38
591	324.00	191.00	230.93	596.36
592	324.00	191.00	228.48	567.57
593	324.00	189.00	226.54	419.56
594	324.00	193.00	227.78	513.85
595	324.00	183.00	225.01	513.33
596	324.00	178.00	225.02	480.55
597	324.00	178.00	223.59	491.25
598	324.00	173.00	224.37	487.64
599	324.00	179.00	223.18	490.38
600	324.00	177.00	227.87	577.37
601	324.00	190.00	228.59	578.99
602	324.00	182.00	227.80	524.11
603	324.00	182.00	228.77	627.13
604	324.00	190.00	227.73	563.89
605	324.00	189.00	226.41	557.71
606	324.00	190.00	228.40	596.72
607	324.00	184.00	226.59	537.79
608	324.00	181.00	224.78	432.40
609	324.00	178.00	223.44	358.51
610	324.00	180.00	223.03	373.39
611	324.00	187.00	223.76	398.98
612	324.00	189.00	225.74	610.19
613	324.00	190.00	226.82	613.15
614	324.00	189.00	229.47	509.67
615	324.00	180.00	229.95	673.64
616	324.00	181.00	228.65	662.00
617	324.00	189.00	230.06	684.26
618	324.00	178.00	228.65	632.53
619	324.00	178.00	226.09	414.30
620	324.00	183.00	224.85	427.02
621	325.00	187.00	226.94	460.59
622	325.00	183.00	224.91	480.31
623	325.00	190.00	226.22	553.61
624	325.00	194.00	226.06	438.02
625	325.00	192.00	226.96	506.05
626	325.00	191.00	227.24	485.68
627	325.00	190.00	227.30	604.35
628	325.00	188.00	231.66	730.04
629	327.00	184.00	231.95	792.62
630	327.00	184.00	233.68	659.11
631	327.00	190.00	233.78	726.27
632	327.00	191.00	233.12	566.01
633	327.00	186.00	234.22	497.49
634	327.00	188.00	236.50	489.89
635	327.00	185.00	237.81	511.19
636	327.00	190.00	237.28	496.51
637	327.00	201.00	238.75	443.70
638	327.00	201.00	237.78	382.64
639	327.00	203.00	236.66	473.72
640	327.00	197.00	236.07	410.77
641	327.00	189.00	237.16	441.92
642	327.00	196.00	237.75	495.54
643	327.00	200.00	239.81	435.66
644	327.00	191.00	238.75	576.46
645	327.00	199.00	236.79	475.98
646	327.00	179.00	235.99	507.55
647	327.00	192.00	236.41	455.87
648	327.00	195.00	236.35	427.56
649	327.00	196.00	237.22	554.13
650	327.00	194.00	232.14	449.01
651	327.00	177.00	232.39	404.62
652	327.00	190.00	235.72	501.96
653	327.00	198.00	232.50	385.84
654	327.00	194.00	231.53	442.61
655	327.00	195.00	231.86	490.33
656	327.00	195.00	233.60	558.49
657	327.00	192.00	232.95	424.59
658	327.00	196.00	232.78	404.36
659	327.00	190.00	232.72	450.37
660	327.00	198.00	235.16	545.11
661	327.00	197.00	234.12	521.69
662	327.00	189.00	235.47	539.17
663	327.00	199.00	235.01	428.19
664	327.00	199.00	233.91	342.13
665	327.00	194.00	233.04	430.83
666	327.00	198.00	232.31	362.89
667	327.00	198.00	233.41	338.36
668	327.00	200.00	231.82	367.79
669	327.00	194.00	231.94	361.70
670	327.00	192.00	231.92	356.85
671	327.00	188.00	233.62	403.09
672	327.00	194.00	232.12	376.19
673	327.00	194.00	229.19	362.87
674	327.00	198.00	232.93	377.91
675	327.00	189.00	232.69	525.79
676	327.00	193.00	230.56	415.74
677	327.00	193.00	228.34	377.41
678	327.00	193.00	228.73	379.68
679	327.00	187.00	228.01	404.21
680	327.00	192.00	227.75	642.83
681	327.00	192.00	227.24	466.57
682	327.00	178.00	227.22	526.89
683	327.00	178.00	228.68	569.49
684	327.00	187.00	232.99	708.09
685	327.00	181.00	230.65	636.56
686	327.00	191.00	228.10	510.76
687	327.00	176.00	229.66	609.44
688	327.00	176.00	229.29	572.25
689	327.00	176.00	230.02	562.92
690	327.00	179.00	227.80	614.82
691	327.00	183.00	227.12	635.94
692	327.00	181.00	226.99	589.15
693	327.00	178.00	227.80	671.90
694	327.00	176.00	227.99	671.84
695	327.00	182.00	229.79	541.48
696	327.00	181.00	226.03	456.16
697	327.00	180.00	229.03	507.42
698	327.00	182.00	227.27	380.93
699	327.00	182.00	226.31	368.99
700	327.00	181.00	225.59	435.81
701	327.00	181.00	227.07	488.15
702	327.00	185.00	227.63	499.47
703	327.00	196.00	228.18	663.34
704	327.00	188.00	228.46	583.05
705	327.00	190.00	225.31	450.57
706	327.00	191.00	226.45	464.13
707	327.00	187.00	229.44	562.02
708	327.00	186.00	228.00	467.09
709	327.00	194.00	226.87	417.85
710	327.00	183.00	226.01	407.10
711	327.00	182.00	225.69	487.69
712	327.00	170.00	225.87	591.05
713	327.00	170.00	227.92	735.12
714	327.00	178.00	229.95	629.83
715	327.00	178.00	230.99	602.22
716	327.00	175.00	230.54	657.41
717	327.00	190.00	233.64	737.90
718	327.00	181.00	236.16	683.47
719	327.00	179.00	236.43	809.59
720	327.00	185.00	237.31	838.47
721	327.00	186.00	231.52	606.77
722	327.00	191.00	235.01	803.57
723	327.00	184.00	237.29	782.08
724	327.00	196.00	241.12	714.05
725	327.00	194.00	242.01	609.87
726	327.00	186.00	241.15	529.35
727	327.00	199.00	240.43	463.34
728	327.00	199.00	242.43	491.70
729	327.00	196.00	243.47	482.40
