date	max	min	mean	stdev
76	250.00	151.00	194.75	446.69
77	250.00	149.00	195.01	384.81
78	251.00	155.00	194.31	386.02
79	252.00	155.00	193.71	393.68
80	252.00	154.00	191.69	344.45
81	252.00	139.00	191.91	330.45
82	252.00	143.00	191.76	303.91
83	252.00	144.00	189.89	319.99
84	252.00	147.00	189.98	355.89
85	255.00	151.00	194.35	392.44
86	255.00	149.00	192.69	314.80
87	255.00	149.00	192.22	310.50
88	255.00	154.00	192.38	289.98
89	255.00	146.00	191.62	313.63
90	255.00	145.00	190.88	339.88
91	255.00	152.00	187.66	254.00
92	255.00	153.00	187.15	297.42
93	255.00	151.00	187.28	353.83
94	255.00	148.00	188.34	309.76
95	255.00	146.00	187.84	290.38
96	255.00	152.00	188.12	311.36
97	255.00	136.00	189.69	352.57
98	257.00	144.00	189.65	411.58
99	257.00	141.00	192.84	412.01
100	257.00	152.00	191.83	304.31
101	257.00	158.00	192.23	345.54
102	257.00	155.00	193.22	357.82
103	259.00	163.00	195.43	368.31
104	259.00	156.00	193.88	359.53
105	259.00	156.00	194.08	366.71
106	260.00	147.00	191.79	292.13
107	260.00	147.00	192.57	306.99
108	260.00	160.00	195.22	342.69
109	260.00	164.00	193.49	261.90
110	260.00	160.00	193.32	325.73
111	260.00	163.00	192.14	310.47
112	260.00	146.00	193.47	366.04
113	260.00	158.00	194.97	340.77
114	260.00	157.00	193.06	282.69
115	260.00	158.00	192.50	327.15
116	260.00	144.00	191.20	365.06
117	260.00	148.00	192.30	403.07
118	260.00	143.00	193.47	379.77
119	260.00	143.00	193.59	354.37
120	260.00	146.00	192.13	318.15
121	260.00	158.00	191.41	282.80
122	260.00	153.00	189.35	270.81
123	260.00	139.00	187.87	305.71
124	260.00	154.00	186.68	238.58
125	260.00	153.00	186.09	249.60
126	260.00	151.00	184.60	254.91
127	260.00	154.00	183.70	225.10
128	260.00	152.00	182.59	225.25
129	262.00	148.00	181.93	329.19
130	262.00	138.00	181.76	422.55
131	262.00	138.00	184.12	461.47
132	262.00	149.00	184.84	377.14
133	262.00	146.00	183.07	348.64
134	262.00	154.00	185.38	380.54
135	265.00	155.00	185.06	318.04
136	265.00	149.00	184.85	368.22
137	265.00	139.00	183.69	321.63
138	265.00	153.00	183.20	284.67
139	265.00	146.00	184.53	343.46
140	265.00	153.00	184.84	352.46
141	265.00	156.00	187.75	377.87
142	265.00	156.00	188.44	310.55
143	265.00	154.00	188.03	291.56
144	265.00	149.00	186.31	282.79
145	265.00	149.00	186.47	321.39
146	265.00	144.00	185.16	264.42
147	265.00	144.00	184.53	346.46
148	265.00	144.00	187.19	344.13
149	265.00	152.00	187.94	303.14
150	265.00	155.00	187.73	285.85
151	265.00	154.00	186.30	292.61
152	265.00	155.00	185.35	257.18
153	265.00	154.00	185.26	379.80
154	265.00	150.00	183.46	353.70
155	265.00	151.00	183.58	358.41
156	265.00	145.00	184.44	297.65
157	265.00	153.00	184.22	286.00
158	265.00	142.00	183.36	308.28
159	265.00	142.00	182.72	365.73
160	265.00	142.00	180.62	292.29
161	265.00	139.00	180.62	338.44
162	265.00	148.00	182.72	394.88
163	265.00	145.00	181.57	459.40
164	265.00	146.00	185.65	513.15
165	265.00	146.00	184.98	389.09
166	265.00	139.00	183.12	343.59
167	265.00	149.00	184.09	327.85
168	265.00	140.00	186.15	400.58
169	265.00	151.00	187.66	433.85
170	266.00	149.00	188.15	487.27
171	268.00	147.00	188.97	484.47
172	268.00	152.00	189.00	478.71
173	268.00	151.00	188.24	402.38
174	268.00	151.00	190.16	425.12
175	271.00	144.00	190.35	559.96
176	271.00	144.00	191.48	610.17
177	271.00	144.00	192.14	429.57
178	271.00	154.00	192.90	429.84
179	271.00	161.00	193.22	345.09
180	271.00	157.00	193.26	265.19
181	271.00	157.00	192.88	304.22
182	271.00	153.00	191.19	372.81
183	271.00	156.00	191.80	405.17
184	271.00	149.00	192.37	381.74
185	271.00	149.00	189.65	305.87
186	271.00	156.00	191.69	370.23
187	272.00	154.00	193.94	400.19
188	272.00	151.00	193.09	423.63
189	272.00	151.00	193.54	454.77
190	272.00	151.00	193.28	489.29
191	272.00	151.00	193.78	454.25
192	272.00	156.00	195.44	446.74
193	272.00	157.00	193.28	356.61
194	272.00	157.00	192.28	340.79
195	272.00	154.00	192.69	371.05
196	272.00	148.00	192.78	407.14
197	272.00	149.00	192.12	479.58
198	272.00	155.00	192.75	530.95
199	272.00	143.00	192.81	473.44
200	272.00	160.00	194.40	463.72
201	272.00	160.00	193.69	355.56
202	272.00	155.00	194.01	404.33
203	272.00	138.00	192.61	407.10
204	272.00	155.00	193.56	398.38
205	272.00	156.00	195.85	427.60
206	272.00	148.00	196.62	542.27
207	273.00	158.00	196.94	436.26
208	273.00	153.00	193.79	349.88
209	273.00	158.00	194.26	428.38
210	273.00	159.00	196.66	428.97
211	273.00	156.00	196.84	492.06
212	273.00	159.00	198.76	418.41
213	273.00	160.00	200.40	432.25
214	273.00	169.00	201.38	310.52
215	273.00	168.00	200.54	325.54
216	273.00	163.00	201.40	394.08
217	273.00	163.00	199.16	336.92
218	273.00	164.00	199.70	358.27
219	273.00	157.00	198.86	335.23
220	273.00	151.00	197.57	322.02
221	273.00	151.00	196.27	313.91
222	273.00	157.00	193.47	270.80
223	273.00	146.00	193.93	381.27
224	273.00	157.00	193.04	415.20
225	273.00	157.00	194.92	382.68
226	273.00	156.00	193.12	319.58
227	273.00	162.00	194.62	413.99
228	274.00	159.00	195.09	405.41
229	274.00	163.00	197.16	418.49
230	274.00	150.00	197.91	420.07
231	274.00	153.00	197.31	395.60
232	274.00	156.00	195.62	369.21
233	274.00	161.00	196.16	443.42
234	274.00	156.00	199.44	508.62
235	274.00	158.00	199.09	513.33
236	275.00	158.00	200.68	535.62
237	275.00	158.00	198.16	465.96
238	275.00	157.00	196.30	429.32
239	275.00	158.00	199.30	472.42
240	275.00	154.00	199.10	347.67
241	275.00	157.00	199.43	492.27
242	282.00	156.00	200.70	517.61
243	282.00	153.00	199.91	484.89
244	282.00	144.00	202.73	587.30
245	285.00	144.00	203.34	632.93
246	285.00	154.00	202.19	526.18
247	285.00	165.00	200.78	398.38
248	285.00	166.00	202.07	386.06
249	285.00	166.00	202.80	364.80
250	290.00	166.00	204.54	531.91
251	290.00	162.00	205.08	616.21
252	290.00	166.00	205.57	452.38
253	290.00	166.00	207.06	438.22
254	290.00	163.00	208.66	406.15
255	298.00	163.00	210.48	391.44
256	298.00	168.00	211.24	412.42
257	298.00	154.00	211.72	351.92
258	298.00	154.00	212.80	503.84
259	298.00	157.00	210.72	501.24
260	298.00	157.00	212.06	497.50
261	298.00	170.00	217.71	594.58
262	298.00	168.00	220.31	771.32
263	298.00	168.00	220.28	736.63
264	298.00	171.00	220.35	742.66
265	298.00	165.00	221.79	738.16
266	298.00	172.00	222.94	678.93
267	298.00	172.00	219.65	607.58
268	298.00	171.00	216.50	527.60
269	301.00	171.00	218.82	644.10
270	301.00	172.00	216.81	533.40
271	301.00	179.00	217.41	411.72
272	301.00	177.00	214.96	452.32
273	304.00	178.00	216.48	522.18
274	304.00	173.00	216.92	461.81
275	304.00	176.00	216.06	557.51
276	304.00	177.00	217.09	612.37
277	304.00	177.00	214.65	498.22
278	304.00	177.00	214.63	516.77
279	304.00	177.00	213.26	601.26
280	304.00	176.00	214.54	618.08
281	304.00	173.00	216.88	800.72
282	304.00	165.00	217.91	607.66
283	304.00	176.00	216.28	453.57
284	304.00	176.00	215.04	442.88
285	304.00	170.00	215.60	472.93
286	304.00	163.00	212.01	389.53
287	304.00	163.00	215.03	413.60
288	304.00	163.00	214.14	442.06
289	304.00	174.00	214.15	502.94
290	304.00	174.00	213.63	433.72
291	304.00	172.00	214.34	397.99
292	304.00	176.00	210.83	324.95
293	304.00	170.00	210.85	369.11
294	304.00	174.00	210.29	425.02
295	304.00	165.00	209.89	441.13
296	304.00	168.00	210.81	628.28
297	306.00	168.00	212.01	746.98
298	306.00	166.00	215.29	727.08
299	306.00	168.00	217.79	656.38
300	306.00	166.00	216.37	567.02
301	306.00	162.00	215.40	584.52
302	306.00	163.00	212.83	538.26
303	306.00	166.00	214.41	576.52
304	306.00	172.00	216.94	590.91
305	306.00	179.00	220.50	591.63
306	312.00	183.00	223.43	625.33
307	312.00	170.00	223.22	521.61
308	312.00	170.00	224.67	467.15
309	312.00	170.00	226.09	590.24
310	312.00	170.00	225.68	554.10
311	312.00	170.00	226.50	528.76
312	312.00	168.00	225.55	471.10
313	312.00	176.00	226.69	403.86
314	312.00	176.00	228.15	420.02
315	312.00	187.00	225.59	419.46
316	312.00	188.00	224.90	428.49
317	312.00	183.00	227.09	442.97
318	312.00	173.00	226.48	531.41
319	313.00	178.00	229.90	510.12
320	313.00	183.00	231.26	500.17
321	313.00	187.00	231.01	493.63
322	313.00	187.00	228.72	384.47
323	313.00	187.00	225.84	333.68
324	313.00	193.00	226.23	387.04
325	313.00	187.00	224.36	349.78
326	313.00	183.00	222.29	359.35
327	313.00	182.00	221.75	389.78
328	313.00	182.00	220.59	323.05
329	313.00	187.00	219.28	401.81
330	313.00	180.00	217.72	370.42
331	313.00	180.00	217.81	416.27
332	313.00	184.00	219.40	496.45
333	313.00	183.00	218.99	480.56
334	313.00	175.00	217.94	447.55
335	313.00	175.00	219.88	544.02
336	313.00	172.00	217.80	511.67
337	313.00	183.00	220.94	575.75
338	313.00	176.00	223.18	618.32
339	313.00	173.00	221.16	616.42
340	313.00	174.00	222.34	570.06
341	313.00	176.00	222.53	589.48
342	313.00	174.00	221.49	487.91
343	313.00	169.00	217.32	466.09
344	313.00	169.00	216.59	613.94
345	313.00	171.00	215.25	567.32
346	313.00	175.00	218.90	818.80
347	313.00	175.00	217.01	618.12
348	313.00	175.00	218.92	613.84
349	316.00	171.00	215.12	520.75
350	316.00	166.00	214.94	529.30
351	316.00	180.00	217.55	557.52
352	316.00	171.00	215.25	555.07
353	316.00	174.00	215.16	632.13
354	316.00	171.00	213.25	503.39
355	316.00	172.00	212.48	464.33
356	316.00	174.00	212.03	411.03
357	316.00	175.00	211.01	430.29
358	316.00	167.00	210.84	552.14
359	316.00	153.00	209.60	541.68
360	316.00	175.00	208.53	421.71
361	316.00	167.00	209.43	343.12
362	316.00	161.00	209.34	462.35
363	316.00	175.00	208.08	524.60
364	316.00	172.00	209.44	557.72
365	316.00	161.00	205.74	468.29
366	316.00	161.00	206.97	516.20
367	316.00	166.00	210.46	820.43
368	316.00	169.00	209.15	730.92
369	316.00	167.00	212.90	801.03
370	316.00	157.00	213.68	628.41
371	316.00	168.00	213.43	618.94
372	316.00	175.00	213.08	686.50
373	316.00	162.00	211.84	536.16
374	316.00	169.00	210.82	652.09
375	316.00	167.00	213.72	690.11
376	316.00	167.00	216.41	699.53
377	316.00	161.00	214.73	720.31
378	316.00	171.00	214.31	687.01
379	316.00	171.00	211.50	562.46
380	316.00	167.00	210.59	520.03
381	316.00	172.00	210.62	630.42
382	316.00	169.00	212.15	729.86
383	316.00	162.00	212.77	658.55
384	317.00	151.00	211.37	725.29
385	317.00	151.00	211.30	788.99
386	317.00	171.00	211.65	706.60
387	317.00	176.00	213.92	660.46
388	317.00	177.00	215.41	640.25
389	317.00	173.00	218.45	597.19
390	317.00	173.00	217.47	699.22
391	318.00	169.00	221.48	742.49
392	318.00	171.00	223.53	776.56
393	318.00	173.00	222.87	608.90
394	318.00	177.00	219.93	573.36
395	318.00	181.00	220.31	600.81
396	318.00	183.00	220.79	468.22
397	320.00	179.00	221.71	551.95
398	320.00	175.00	221.07	517.87
399	320.00	182.00	220.38	468.70
400	320.00	174.00	216.49	404.19
401	320.00	179.00	216.72	379.93
402	320.00	178.00	215.46	393.71
403	320.00	171.00	213.76	425.20
404	320.00	167.00	213.79	547.18
405	320.00	176.00	212.13	485.85
406	320.00	171.00	214.13	548.37
407	320.00	166.00	212.87	483.87
408	320.00	168.00	213.17	519.59
409	320.00	168.00	210.55	425.94
410	320.00	176.00	212.28	518.70
411	320.00	170.00	212.62	518.24
412	320.00	176.00	214.12	508.00
413	320.00	176.00	216.74	595.31
414	320.00	168.00	216.46	618.40
415	320.00	169.00	217.47	661.79
416	320.00	173.00	214.33	484.33
417	320.00	175.00	215.71	479.74
418	320.00	174.00	215.75	554.78
419	320.00	174.00	214.80	610.25
420	320.00	166.00	216.47	797.79
421	320.00	164.00	219.31	796.79
422	320.00	169.00	219.19	532.64
423	320.00	171.00	220.35	614.50
424	320.00	177.00	220.74	629.80
425	321.00	177.00	221.46	778.45
426	321.00	179.00	224.47	797.04
427	321.00	178.00	225.19	825.54
428	321.00	173.00	227.22	785.15
429	321.00	173.00	228.16	736.51
430	321.00	178.00	225.66	597.69
431	321.00	184.00	223.08	443.29
432	321.00	178.00	222.38	437.01
433	321.00	170.00	222.13	477.32
434	321.00	180.00	219.85	391.72
435	321.00	174.00	218.63	410.52
436	321.00	180.00	216.49	371.81
437	321.00	179.00	217.50	495.69
438	321.00	170.00	215.12	532.48
439	321.00	174.00	215.38	505.38
440	321.00	176.00	214.09	548.70
441	321.00	178.00	213.69	536.43
442	321.00	178.00	212.64	548.41
443	321.00	175.00	215.46	751.00
444	321.00	164.00	213.33	617.49
445	321.00	171.00	212.54	555.72
446	321.00	166.00	214.49	676.42
447	321.00	168.00	216.96	750.80
448	321.00	162.00	215.38	689.48
449	321.00	162.00	215.41	610.16
450	321.00	171.00	213.51	519.55
451	321.00	168.00	215.51	487.20
452	321.00	175.00	217.72	589.66
453	321.00	171.00	220.84	641.06
454	321.00	177.00	217.72	519.47
455	321.00	170.00	217.16	502.20
456	321.00	176.00	216.14	583.99
457	321.00	179.00	218.43	559.35
458	321.00	177.00	218.43	437.69
459	321.00	176.00	218.40	516.04
460	321.00	175.00	215.66	473.19
461	321.00	172.00	215.10	488.54
462	321.00	173.00	214.85	568.54
463	321.00	180.00	219.49	629.79
464	321.00	178.00	220.85	499.38
465	321.00	183.00	222.91	570.01
466	321.00	178.00	219.90	461.73
467	321.00	178.00	219.97	651.18
468	321.00	175.00	220.96	637.43
469	321.00	180.00	219.83	530.90
470	321.00	177.00	220.34	522.07
471	321.00	179.00	221.19	484.54
472	321.00	182.00	222.19	678.54
473	321.00	176.00	225.70	685.14
474	321.00	181.00	228.99	653.62
475	321.00	180.00	229.68	672.07
476	321.00	175.00	230.77	607.48
477	321.00	182.00	228.41	668.43
478	321.00	177.00	225.72	536.66
479	321.00	181.00	226.09	463.97
480	321.00	177.00	225.08	528.26
481	321.00	177.00	228.52	502.02
482	321.00	183.00	228.59	446.51
483	321.00	189.00	228.30	428.57
484	321.00	189.00	230.55	436.97
485	321.00	179.00	228.60	489.85
486	321.00	180.00	228.16	453.40
487	321.00	187.00	231.13	578.69
488	321.00	187.00	230.51	613.30
489	321.00	189.00	230.78	597.16
490	321.00	191.00	230.82	509.23
491	322.00	191.00	229.72	434.19
492	322.00	186.00	230.78	556.22
493	322.00	185.00	230.65	512.92
494	322.00	180.00	231.09	500.89
495	322.00	183.00	230.09	510.67
496	322.00	186.00	231.25	542.86
497	322.00	189.00	231.60	608.04
498	322.00	182.00	230.84	642.21
499	322.00	182.00	230.62	591.65
500	322.00	193.00	230.50	474.15
501	322.00	186.00	230.79	418.54
502	322.00	189.00	233.99	497.87
503	322.00	186.00	233.63	559.66
504	322.00	184.00	235.53	546.68
505	322.00	184.00	235.16	715.34
506	326.00	190.00	237.60	727.53
507	326.00	192.00	237.31	616.41
508	326.00	180.00	235.96	465.98
509	326.00	198.00	234.15	378.46
510	326.00	184.00	235.10	382.15
511	326.00	198.00	236.62	431.96
512	326.00	200.00	234.94	482.03
513	326.00	196.00	235.48	469.23
514	326.00	196.00	234.29	462.80
515	326.00	195.00	232.69	406.91
516	326.00	196.00	233.09	404.12
517	326.00	194.00	235.15	597.93
518	326.00	185.00	235.47	524.93
519	326.00	182.00	237.59	580.28
520	326.00	182.00	236.51	450.87
521	326.00	180.00	233.53	434.62
522	326.00	186.00	230.47	364.28
523	326.00	183.00	228.69	393.33
524	326.00	191.00	229.74	497.82
525	326.00	188.00	231.08	452.76
526	326.00	192.00	232.46	539.66
527	326.00	188.00	232.70	472.17
528	326.00	183.00	232.21	452.67
529	326.00	188.00	232.68	522.09
530	326.00	193.00	230.70	447.14
531	326.00	186.00	227.91	425.88
532	326.00	186.00	229.88	546.36
533	326.00	188.00	230.94	599.18
534	326.00	179.00	227.56	528.02
535	326.00	185.00	227.70	579.33
536	326.00	188.00	228.66	600.44
537	326.00	191.00	228.85	495.82
538	326.00	180.00	228.92	476.43
539	326.00	189.00	230.26	634.92
540	326.00	189.00	230.24	632.23
541	326.00	187.00	231.34	562.25
542	326.00	187.00	230.68	463.94
543	326.00	195.00	232.19	501.08
544	326.00	183.00	230.19	525.60
545	326.00	192.00	227.55	434.30
546	326.00	184.00	228.32	454.81
547	326.00	191.00	225.76	472.90
548	326.00	187.00	225.22	538.94
549	326.00	177.00	226.88	691.67
550	326.00	181.00	229.25	650.63
551	326.00	187.00	231.41	741.46
552	326.00	177.00	229.77	573.38
553	326.00	186.00	231.22	614.56
554	326.00	179.00	229.69	452.21
555	326.00	182.00	229.34	521.69
556	326.00	187.00	229.06	556.65
557	326.00	182.00	228.13	547.09
558	326.00	171.00	227.74	532.76
559	326.00	171.00	224.53	457.33
560	326.00	179.00	225.85	496.36
561	326.00	179.00	226.64	567.66
562	326.00	179.00	227.08	659.53
563	326.00	179.00	225.65	786.06
564	326.00	186.00	226.50	575.58
565	326.00	177.00	227.21	615.98
566	326.00	181.00	228.25	710.13
567	326.00	186.00	228.53	703.16
568	326.00	187.00	228.48	749.38
569	326.00	184.00	229.31	645.44
570	326.00	183.00	226.03	564.14
571	326.00	184.00	227.65	645.22
572	326.00	187.00	227.25	632.64
573	326.00	181.00	224.43	651.35
574	326.00	174.00	228.00	644.56
575	326.00	178.00	229.43	593.96
576	326.00	184.00	230.98	553.41
577	326.00	184.00	231.82	544.99
578	326.00	180.00	231.72	459.61
579	326.00	182.00	231.88	594.98
580	326.00	172.00	233.42	644.94
581	326.00	191.00	232.65	589.45
582	326.00	190.00	229.24	417.37
583	326.00	190.00	228.37	443.36
584	326.00	190.00	227.08	416.53
585	326.00	193.00	228.38	491.54
586	326.00	191.00	225.19	352.99
587	326.00	189.00	226.90	427.22
588	326.00	188.00	228.05	486.05
589	326.00	188.00	226.40	498.48
590	326.00	178.00	228.05	673.72
591	326.00	178.00	228.53	626.90
592	326.00	167.00	227.18	499.27
593	326.00	167.00	224.53	420.23
594	326.00	174.00	224.69	383.17
595	326.00	189.00	223.60	387.17
596	326.00	180.00	222.44	429.21
597	332.00	186.00	223.09	375.46
598	332.00	186.00	225.21	520.50
599	332.00	184.00	229.09	680.58
600	332.00	186.00	227.94	641.02
601	332.00	186.00	227.92	613.57
602	332.00	182.00	226.11	625.70
603	332.00	188.00	226.06	568.18
604	332.00	187.00	224.06	510.44
605	332.00	185.00	222.44	409.82
606	332.00	186.00	223.18	389.89
607	332.00	186.00	224.25	374.91
608	337.00	182.00	225.06	494.99
609	337.00	182.00	223.90	507.47
610	337.00	183.00	225.16	613.10
611	337.00	183.00	226.92	667.16
612	337.00	183.00	231.72	857.42
613	337.00	183.00	231.33	762.92
614	337.00	177.00	227.53	698.75
615	337.00	184.00	227.63	745.13
616	337.00	187.00	227.41	640.84
617	337.00	184.00	227.13	535.01
618	337.00	178.00	227.94	568.70
619	337.00	178.00	228.84	677.36
620	337.00	185.00	226.32	634.44
621	337.00	178.00	223.84	521.70
622	337.00	178.00	224.07	551.97
623	337.00	178.00	227.22	647.27
624	337.00	185.00	229.55	795.02
625	337.00	185.00	230.24	621.99
626	337.00	165.00	228.08	654.13
627	337.00	194.00	227.34	458.02
628	337.00	193.00	229.22	572.65
629	337.00	192.00	231.50	600.92
630	337.00	185.00	232.71	570.57
631	337.00	188.00	233.28	599.75
632	337.00	192.00	234.19	614.80
633	337.00	192.00	231.49	609.78
634	337.00	189.00	234.25	762.87
635	337.00	188.00	234.90	689.27
636	337.00	189.00	232.54	548.74
637	337.00	190.00	231.75	580.05
638	337.00	192.00	233.59	662.51
639	337.00	184.00	232.21	472.23
640	337.00	188.00	230.88	461.62
641	337.00	192.00	231.24	557.31
642	337.00	194.00	230.16	551.42
643	337.00	179.00	229.53	642.35
644	337.00	177.00	225.29	519.76
645	337.00	189.00	226.25	485.57
646	337.00	189.00	225.72	496.37
647	337.00	190.00	225.75	433.66
648	337.00	188.00	225.88	611.76
649	337.00	186.00	224.60	570.54
650	337.00	182.00	225.65	624.46
651	337.00	183.00	229.25	1008.30
652	337.00	187.00	229.41	978.42
653	337.00	188.00	232.78	1034.45
654	337.00	183.00	231.91	928.25
655	337.00	181.00	233.82	904.28
656	337.00	189.00	235.09	817.37
657	337.00	184.00	232.49	746.25
658	337.00	184.00	232.10	727.51
659	337.00	184.00	232.62	650.14
660	337.00	188.00	235.53	677.27
661	337.00	180.00	237.01	708.77
662	337.00	197.00	237.68	559.44
663	340.00	195.00	236.36	558.30
664	340.00	191.00	236.06	584.28
665	340.00	196.00	237.17	510.58
666	340.00	198.00	235.59	457.49
667	340.00	191.00	236.12	593.29
668	340.00	186.00	232.99	582.11
669	340.00	186.00	232.31	581.98
670	340.00	186.00	230.66	595.77
671	340.00	179.00	229.65	634.20
672	340.00	184.00	232.76	688.34
673	340.00	183.00	231.04	542.50
674	340.00	195.00	236.43	841.87
675	340.00	193.00	238.29	820.89
676	340.00	175.00	237.31	879.75
677	340.00	185.00	237.78	854.38
678	340.00	188.00	238.72	875.94
679	340.00	190.00	242.10	922.15
680	340.00	183.00	243.40	948.62
681	340.00	182.00	246.79	1101.28
682	340.00	183.00	241.49	755.50
683	340.00	189.00	243.50	651.46
684	340.00	192.00	241.34	590.42
685	340.00	192.00	244.03	683.95
686	340.00	184.00	242.04	768.24
687	340.00	182.00	239.90	544.69
688	340.00	196.00	242.38	606.80
689	340.00	194.00	238.21	508.08
690	341.00	193.00	236.27	553.03
691	341.00	202.00	237.78	643.63
692	341.00	200.00	236.82	569.39
693	341.00	200.00	234.87	583.27
694	341.00	190.00	235.62	592.12
695	341.00	192.00	234.78	585.87
696	341.00	193.00	234.91	541.58
697	341.00	194.00	236.30	429.46
698	341.00	188.00	235.01	448.95
699	341.00	192.00	236.22	522.14
700	341.00	192.00	235.60	606.77
701	341.00	192.00	232.47	530.01
702	341.00	196.00	232.16	529.73
703	341.00	186.00	229.25	467.91
704	341.00	186.00	226.98	555.84
705	341.00	192.00	225.52	530.23
706	341.00	191.00	223.75	628.19
707	341.00	178.00	224.12	620.09
708	341.00	177.00	226.15	826.19
709	341.00	182.00	225.49	714.36
710	341.00	191.00	225.47	572.96
711	341.00	187.00	225.49	708.31
712	341.00	185.00	224.66	627.82
713	341.00	176.00	225.10	744.42
714	341.00	186.00	226.56	701.34
715	341.00	177.00	225.29	712.07
716	341.00	178.00	227.80	878.06
717	341.00	180.00	231.19	892.12
718	341.00	184.00	229.56	775.68
719	341.00	183.00	233.53	725.62
720	341.00	183.00	229.66	676.55
721	341.00	192.00	229.49	580.85
722	341.00	186.00	230.49	698.10
723	341.00	180.00	230.85	595.42
724	341.00	173.00	231.78	618.74
725	341.00	190.00	229.81	485.02
726	341.00	192.00	228.64	523.35
727	341.00	192.00	225.23	486.52
728	341.00	186.00	228.65	730.43
729	341.00	186.00	226.53	696.16
730	341.00	171.00	229.25	734.88
731	341.00	184.00	233.03	801.31
732	341.00	183.00	237.46	793.59
733	341.00	189.00	237.78	662.78
734	341.00	193.00	237.53	630.00
735	341.00	189.00	239.63	609.10
736	341.00	185.00	239.12	633.75
737	341.00	190.00	238.72	722.56
738	341.00	186.00	237.18	737.51
739	341.00	192.00	237.23	794.51
740	341.00	191.00	235.42	687.65
741	341.00	190.00	236.50	766.25
742	341.00	193.00	238.15	675.95
743	341.00	193.00	243.85	876.79
744	342.00	187.00	239.98	911.77
745	342.00	187.00	241.78	906.86
746	342.00	188.00	241.07	833.56
747	342.00	194.00	242.41	881.24
748	342.00	187.00	243.72	949.68
749	343.00	189.00	243.75	1027.13
750	343.00	185.00	245.64	940.94
751	343.00	184.00	248.38	961.89
752	343.00	193.00	245.43	707.29
753	343.00	191.00	247.10	653.25
754	343.00	185.00	244.00	629.64
755	343.00	190.00	248.37	667.78
756	343.00	193.00	244.65	508.53
757	343.00	190.00	245.14	608.60
758	343.00	197.00	246.02	789.56
759	343.00	196.00	242.91	543.29
760	343.00	195.00	243.53	600.24
761	343.00	189.00	240.90	645.30
762	343.00	197.00	241.32	617.26
763	343.00	196.00	241.40	544.55
764	343.00	193.00	243.66	672.80
765	343.00	191.00	243.12	594.08
766	343.00	194.00	243.02	538.41
767	343.00	195.00	243.35	567.56
768	343.00	206.00	244.50	555.25
769	343.00	198.00	245.82	567.32
770	343.00	199.00	245.48	520.53
771	343.00	190.00	245.48	639.10
772	343.00	190.00	246.37	635.39
773	343.00	187.00	251.10	736.92
774	343.00	194.00	246.12	552.52
775	343.00	190.00	245.31	472.57
776	343.00	195.00	244.18	448.31
