date	max	min	mean	stdev
67	247.00	133.00	179.01	355.84
68	247.00	137.00	179.37	381.11
69	247.00	142.00	178.31	394.61
70	247.00	142.00	178.84	371.87
71	247.00	142.00	178.53	343.67
72	247.00	142.00	176.78	334.59
73	247.00	140.00	177.91	317.93
74	247.00	140.00	178.06	289.60
75	247.00	146.00	177.88	274.64
76	247.00	144.00	179.26	340.76
77	247.00	135.00	178.67	390.40
78	247.00	139.00	177.88	374.73
79	247.00	148.00	177.08	324.62
80	247.00	148.00	177.91	279.85
81	247.00	140.00	177.86	334.68
82	247.00	141.00	176.25	294.45
83	247.00	147.00	174.84	311.14
84	247.00	148.00	176.51	290.85
85	247.00	142.00	176.25	257.76
86	247.00	147.00	178.53	267.22
87	247.00	147.00	178.21	283.27
88	247.00	142.00	177.07	275.00
89	247.00	141.00	175.81	245.14
90	247.00	134.00	177.27	302.91
91	251.00	148.00	178.37	279.25
92	251.00	137.00	178.90	271.20
93	251.00	131.00	180.35	303.16
94	251.00	143.00	179.31	296.74
95	251.00	137.00	178.76	359.14
96	251.00	147.00	178.84	305.36
97	251.00	147.00	181.10	372.76
98	251.00	145.00	180.57	343.40
99	251.00	143.00	180.59	294.47
100	251.00	143.00	180.12	244.43
101	251.00	148.00	180.50	237.39
102	251.00	148.00	181.40	225.53
103	251.00	148.00	181.16	289.19
104	251.00	151.00	182.49	295.71
105	251.00	145.00	180.40	282.24
106	251.00	135.00	179.78	274.82
107	251.00	135.00	179.44	272.55
108	251.00	140.00	178.44	223.42
109	251.00	140.00	179.36	223.03
110	251.00	141.00	181.53	271.64
111	251.00	148.00	180.40	265.10
112	251.00	148.00	182.84	265.58
113	251.00	153.00	182.97	258.13
114	251.00	152.00	183.78	307.31
115	251.00	150.00	183.06	291.57
116	251.00	155.00	185.40	259.48
117	254.00	147.00	183.29	300.27
118	254.00	146.00	181.70	261.02
119	254.00	153.00	184.25	246.00
120	254.00	152.00	184.27	260.81
121	254.00	147.00	184.90	307.41
122	254.00	153.00	188.10	337.49
123	254.00	152.00	189.38	429.37
124	254.00	152.00	190.16	416.00
125	254.00	154.00	189.97	311.70
126	254.00	153.00	189.56	254.10
127	254.00	157.00	190.03	306.02
128	254.00	153.00	189.02	324.74
129	254.00	153.00	188.59	374.17
130	254.00	153.00	188.19	313.30
131	254.00	151.00	186.90	311.22
132	254.00	140.00	186.25	288.17
133	254.00	140.00	185.85	285.07
134	254.00	148.00	188.44	343.50
135	254.00	139.00	188.69	400.30
136	254.00	139.00	186.62	337.42
137	254.00	139.00	183.47	297.17
138	254.00	148.00	184.50	332.35
139	254.00	152.00	184.74	279.53
140	254.00	154.00	183.15	249.44
141	256.00	140.00	182.66	275.13
142	256.00	142.00	182.10	314.21
143	256.00	143.00	183.76	372.57
144	256.00	148.00	182.99	313.46
145	256.00	148.00	183.44	337.00
146	256.00	145.00	185.19	400.30
147	256.00	141.00	183.71	332.43
148	256.00	137.00	182.75	304.46
149	256.00	144.00	181.66	322.13
150	256.00	147.00	183.56	313.77
151	256.00	147.00	183.93	357.11
152	256.00	148.00	182.63	326.61
153	256.00	150.00	184.69	335.72
154	256.00	150.00	186.56	376.49
155	256.00	136.00	186.05	361.74
156	256.00	145.00	185.01	326.52
157	256.00	147.00	184.16	299.26
158	256.00	147.00	183.72	272.58
159	256.00	142.00	182.49	310.36
160	256.00	148.00	181.88	286.98
161	256.00	149.00	183.46	300.10
162	256.00	144.00	183.25	331.18
163	256.00	148.00	185.02	343.19
164	256.00	152.00	184.69	351.74
165	256.00	147.00	186.25	325.80
166	256.00	148.00	185.50	371.43
167	258.00	148.00	184.68	401.80
168	258.00	138.00	187.87	432.08
169	258.00	151.00	187.47	407.06
170	258.00	146.00	185.54	328.86
171	260.00	146.00	185.19	366.61
172	260.00	145.00	185.21	317.62
173	260.00	140.00	183.79	362.29
174	261.00	139.00	185.31	411.25
175	261.00	140.00	188.07	452.28
176	265.00	144.00	190.84	549.94
177	267.00	145.00	189.87	471.23
178	267.00	151.00	190.41	484.97
179	267.00	151.00	191.83	466.97
180	267.00	148.00	189.92	452.19
181	267.00	145.00	188.58	406.35
182	267.00	153.00	189.51	437.24
183	267.00	157.00	188.19	329.93
184	267.00	153.00	188.59	326.16
185	269.00	138.00	186.53	321.31
186	269.00	152.00	186.72	352.30
187	269.00	136.00	186.03	364.56
188	269.00	149.00	186.36	373.38
189	269.00	151.00	186.29	334.25
190	272.00	152.00	184.26	332.54
191	272.00	144.00	182.28	374.05
192	272.00	153.00	184.91	443.22
193	272.00	146.00	185.62	519.13
194	272.00	147.00	183.88	414.03
195	272.00	148.00	183.74	369.07
196	272.00	143.00	181.87	349.04
197	272.00	149.00	183.11	342.06
198	272.00	149.00	181.90	401.35
199	272.00	141.00	180.65	383.18
200	272.00	146.00	181.84	346.31
201	272.00	149.00	181.94	331.31
202	272.00	148.00	181.97	287.35
203	272.00	153.00	182.88	342.06
204	272.00	152.00	183.16	399.68
205	272.00	150.00	183.34	377.27
206	272.00	146.00	184.49	410.19
207	272.00	150.00	184.09	392.23
208	272.00	144.00	182.59	405.70
209	272.00	148.00	181.66	406.17
210	272.00	147.00	179.59	296.58
211	272.00	142.00	180.14	354.82
212	272.00	143.00	178.85	330.06
213	275.00	142.00	180.79	426.72
214	275.00	142.00	181.16	450.13
215	275.00	147.00	183.87	440.81
216	275.00	148.00	184.78	437.10
217	275.00	142.00	184.95	406.14
218	275.00	144.00	185.91	394.49
219	275.00	146.00	183.32	352.34
220	275.00	146.00	185.59	431.84
221	275.00	152.00	183.43	420.65
222	275.00	145.00	183.91	387.86
223	275.00	150.00	183.75	397.37
224	275.00	141.00	184.14	421.42
225	275.00	140.00	186.34	490.98
226	275.00	145.00	191.69	604.37
227	275.00	155.00	190.82	557.23
228	275.00	153.00	191.12	499.16
229	275.00	149.00	195.07	580.04
230	275.00	149.00	194.49	513.24
231	275.00	149.00	193.83	488.80
232	275.00	154.00	192.49	496.70
233	276.00	149.00	196.09	610.12
234	280.00	153.00	197.40	588.82
235	280.00	148.00	195.09	533.44
236	280.00	152.00	195.93	522.40
237	280.00	150.00	191.69	390.17
238	280.00	146.00	189.99	410.71
239	280.00	141.00	192.26	513.72
240	280.00	156.00	192.31	437.35
241	280.00	155.00	190.50	472.92
242	280.00	160.00	191.71	374.88
243	280.00	158.00	192.00	384.43
244	280.00	156.00	191.42	363.82
245	280.00	158.00	188.60	282.09
246	280.00	151.00	189.68	365.62
247	280.00	148.00	187.66	407.05
248	280.00	147.00	188.25	414.77
249	280.00	144.00	187.38	459.82
250	280.00	140.00	186.35	429.00
251	281.00	152.00	189.56	539.67
252	281.00	156.00	189.97	458.73
253	281.00	160.00	191.59	470.77
254	281.00	153.00	191.81	502.85
255	281.00	158.00	195.57	580.32
256	281.00	158.00	196.30	543.49
257	281.00	156.00	197.62	577.26
258	281.00	156.00	203.57	663.60
259	281.00	156.00	205.28	624.94
260	281.00	157.00	206.24	612.90
261	283.00	158.00	207.52	646.91
262	283.00	160.00	208.81	604.03
263	283.00	161.00	207.69	600.90
264	283.00	163.00	208.04	670.67
265	283.00	163.00	206.77	500.61
266	283.00	163.00	204.95	436.67
267	283.00	166.00	206.38	479.04
268	283.00	157.00	204.34	451.99
269	283.00	163.00	203.90	482.64
270	283.00	150.00	200.77	458.15
271	283.00	146.00	199.41	468.63
272	283.00	146.00	199.24	511.92
273	283.00	154.00	202.13	508.86
274	283.00	160.00	203.36	447.32
275	283.00	156.00	203.21	484.02
276	283.00	156.00	203.50	509.11
277	283.00	160.00	203.34	468.55
278	283.00	152.00	200.01	410.95
279	283.00	152.00	199.03	379.22
280	283.00	154.00	200.42	395.66
281	283.00	148.00	200.97	421.34
282	283.00	141.00	197.07	450.68
283	283.00	148.00	198.03	387.64
284	283.00	148.00	196.29	322.20
285	283.00	155.00	194.48	377.30
286	283.00	156.00	194.86	347.67
287	283.00	157.00	196.59	363.88
288	283.00	164.00	195.54	357.07
289	283.00	162.00	194.53	366.50
290	283.00	154.00	193.19	357.18
291	283.00	158.00	192.84	387.92
292	283.00	155.00	194.16	347.73
293	283.00	151.00	197.13	463.60
294	283.00	146.00	197.47	381.61
295	283.00	157.00	197.92	308.44
296	283.00	162.00	197.10	263.43
297	283.00	157.00	197.54	256.30
298	283.00	153.00	196.99	376.66
299	283.00	151.00	197.06	420.59
300	283.00	161.00	199.29	472.48
301	283.00	155.00	198.90	417.50
302	283.00	155.00	200.28	464.03
303	283.00	153.00	201.06	447.39
304	283.00	159.00	200.03	397.53
305	283.00	158.00	198.52	337.54
306	283.00	158.00	199.34	460.57
307	283.00	158.00	199.12	362.94
308	283.00	165.00	198.92	351.30
309	283.00	154.00	196.16	378.72
310	283.00	162.00	198.93	419.45
311	283.00	163.00	199.42	430.69
312	283.00	160.00	198.97	371.85
313	283.00	168.00	199.20	334.63
314	283.00	162.00	197.57	339.57
315	283.00	156.00	198.10	422.82
316	283.00	155.00	195.23	452.70
317	283.00	151.00	197.37	409.25
318	283.00	151.00	198.69	406.53
319	283.00	149.00	199.83	423.53
320	283.00	162.00	200.22	434.06
321	283.00	154.00	197.91	471.42
322	283.00	149.00	196.61	482.55
323	283.00	162.00	197.22	460.53
324	283.00	153.00	196.33	390.33
325	283.00	164.00	196.16	401.12
326	283.00	154.00	199.22	460.03
327	283.00	162.00	199.95	392.32
328	283.00	159.00	196.56	370.32
329	283.00	153.00	198.37	361.64
330	283.00	149.00	200.62	457.53
331	283.00	162.00	204.32	617.47
332	283.00	161.00	204.55	606.80
333	283.00	152.00	200.06	504.70
334	283.00	158.00	200.79	434.35
335	283.00	159.00	201.25	442.67
336	283.00	159.00	201.69	419.68
337	283.00	155.00	201.38	496.17
338	283.00	157.00	201.76	519.86
339	283.00	157.00	203.68	438.45
340	283.00	160.00	203.97	410.84
341	283.00	164.00	205.59	357.79
342	283.00	172.00	205.34	367.21
343	283.00	171.00	205.96	407.95
344	283.00	169.00	205.26	374.10
345	283.00	158.00	206.93	413.90
346	283.00	164.00	206.56	407.31
347	283.00	160.00	206.42	442.04
348	283.00	164.00	208.29	380.98
349	283.00	167.00	209.26	409.60
350	283.00	162.00	209.72	447.23
351	283.00	170.00	211.65	470.65
352	283.00	156.00	211.64	475.40
353	283.00	158.00	210.49	457.83
354	283.00	158.00	210.31	449.79
355	283.00	169.00	208.94	355.46
356	283.00	170.00	209.31	388.61
357	283.00	172.00	208.50	362.45
358	283.00	169.00	207.95	386.89
359	283.00	167.00	206.27	333.18
360	283.00	177.00	209.31	330.96
361	283.00	175.00	207.78	317.28
