date	max	min	mean	stdev
537	309.00	177.00	218.54	654.68
538	309.00	170.00	217.66	632.87
539	309.00	173.00	216.50	537.15
540	309.00	165.00	216.25	571.82
541	309.00	169.00	218.58	589.00
542	309.00	174.00	218.10	569.84
543	309.00	172.00	217.81	541.76
544	309.00	157.00	215.93	483.25
545	309.00	146.00	216.35	477.12
546	309.00	170.00	217.46	424.25
547	309.00	179.00	217.83	603.78
548	309.00	180.00	218.24	556.54
549	309.00	172.00	220.91	562.22
550	309.00	178.00	223.83	622.73
551	309.00	180.00	222.50	573.37
552	309.00	176.00	219.51	467.20
553	309.00	176.00	219.35	396.13
554	309.00	177.00	217.74	405.07
555	309.00	170.00	215.77	435.79
556	309.00	168.00	215.49	502.34
557	309.00	174.00	213.51	468.95
558	309.00	176.00	213.75	504.90
559	309.00	175.00	213.74	471.07
560	309.00	165.00	212.53	472.95
561	309.00	164.00	212.45	374.41
562	309.00	175.00	213.35	420.34
563	309.00	172.00	211.75	514.45
564	311.00	173.00	212.87	580.39
565	324.00	170.00	211.66	495.50
566	324.00	166.00	209.30	417.24
567	324.00	166.00	209.64	517.20
568	333.00	166.00	210.85	582.22
569	333.00	171.00	215.65	725.45
570	333.00	171.00	217.31	835.86
571	333.00	172.00	217.75	715.04
572	335.00	171.00	219.72	686.90
573	335.00	171.00	216.81	530.29
574	335.00	171.00	213.85	475.72
575	335.00	171.00	211.63	489.38
576	335.00	162.00	208.90	529.93
577	340.00	160.00	208.19	615.34
578	340.00	160.00	211.41	938.37
579	340.00	164.00	213.13	965.41
580	340.00	171.00	210.72	732.20
581	340.00	166.00	217.76	1245.68
582	340.00	166.00	215.62	1171.60
583	340.00	175.00	218.21	999.30
584	340.00	163.00	222.89	1340.75
585	340.00	171.00	225.09	1139.74
586	340.00	171.00	225.13	967.58
587	340.00	173.00	222.30	786.65
588	340.00	169.00	222.35	828.76
589	340.00	168.00	224.57	974.45
590	340.00	177.00	226.16	1046.07
591	340.00	169.00	229.47	1177.62
592	340.00	167.00	225.68	961.35
593	340.00	174.00	219.50	654.49
594	340.00	172.00	220.12	694.85
595	340.00	179.00	220.78	831.49
596	340.00	157.00	218.66	653.95
597	340.00	156.00	220.30	743.67
598	340.00	171.00	220.09	640.82
599	340.00	170.00	221.47	845.91
600	340.00	171.00	222.47	915.57
601	340.00	174.00	223.83	872.09
602	340.00	174.00	221.81	717.73
603	340.00	176.00	221.25	710.53
604	341.00	170.00	222.77	888.90
605	341.00	175.00	228.22	1397.63
606	341.00	177.00	226.76	1168.28
607	341.00	172.00	229.51	1122.68
608	341.00	169.00	226.98	889.77
609	341.00	170.00	225.21	1010.34
610	341.00	166.00	225.38	881.44
611	341.00	175.00	224.86	937.34
612	341.00	176.00	223.64	871.95
613	341.00	183.00	225.16	826.18
614	341.00	175.00	224.04	655.29
615	341.00	184.00	225.66	772.82
616	341.00	186.00	227.53	699.60
617	341.00	177.00	225.46	556.41
618	341.00	183.00	224.63	604.31
619	341.00	185.00	224.50	673.28
620	341.00	181.00	227.05	789.79
621	341.00	183.00	228.72	761.94
622	341.00	182.00	228.93	650.97
623	341.00	189.00	229.74	814.03
624	341.00	179.00	227.39	612.17
625	341.00	180.00	224.88	588.66
626	341.00	175.00	223.18	562.92
627	341.00	175.00	223.18	557.41
628	341.00	178.00	225.43	644.72
629	341.00	175.00	226.26	697.37
630	341.00	172.00	223.59	561.20
631	343.00	172.00	222.31	669.69
632	343.00	179.00	220.94	733.35
633	343.00	175.00	218.61	693.14
634	343.00	176.00	216.76	578.80
635	343.00	170.00	216.19	501.84
636	343.00	170.00	213.74	492.73
637	343.00	169.00	211.67	414.10
638	343.00	175.00	213.67	617.72
639	343.00	173.00	215.27	757.06
640	343.00	173.00	212.15	748.98
641	343.00	172.00	210.91	652.89
642	343.00	169.00	211.22	751.14
643	344.00	169.00	213.29	827.54
644	344.00	161.00	213.47	1057.16
645	344.00	159.00	216.40	1310.20
646	344.00	149.00	217.13	878.54
647	344.00	176.00	222.01	1094.29
648	344.00	178.00	226.12	1103.69
649	344.00	177.00	225.93	964.88
650	344.00	169.00	223.05	862.79
651	344.00	176.00	221.94	702.52
652	344.00	176.00	225.46	887.20
653	344.00	176.00	230.58	910.36
654	344.00	183.00	231.35	780.01
655	344.00	183.00	232.71	813.03
656	344.00	183.00	232.28	907.18
657	344.00	181.00	236.31	936.52
658	344.00	184.00	238.39	808.66
659	344.00	181.00	236.50	752.98
660	344.00	181.00	240.19	941.63
661	344.00	188.00	239.07	707.53
662	344.00	180.00	239.23	782.27
663	344.00	176.00	240.50	708.95
664	344.00	182.00	240.99	698.43
665	344.00	183.00	238.37	683.67
666	347.00	189.00	241.99	867.35
667	347.00	194.00	242.84	843.94
668	347.00	185.00	240.94	850.75
669	347.00	192.00	242.34	915.36
670	347.00	192.00	243.82	841.49
671	347.00	187.00	249.81	853.12
672	347.00	191.00	250.59	871.68
673	347.00	193.00	247.03	804.76
674	347.00	194.00	245.91	794.41
675	347.00	197.00	245.66	697.77
676	347.00	197.00	244.82	573.88
677	347.00	195.00	244.00	511.24
678	347.00	197.00	245.66	561.62
679	347.00	202.00	245.25	492.57
680	347.00	200.00	243.60	459.27
681	347.00	200.00	241.60	457.37
682	347.00	200.00	242.09	639.34
683	347.00	200.00	242.23	524.92
684	347.00	203.00	244.84	629.50
685	347.00	190.00	247.20	689.24
686	347.00	190.00	246.53	593.31
687	347.00	199.00	246.34	556.53
688	347.00	202.00	245.50	454.07
689	347.00	192.00	240.27	555.05
690	347.00	198.00	240.06	421.24
691	347.00	199.00	240.46	436.33
692	347.00	206.00	241.94	535.10
693	347.00	197.00	242.01	655.73
694	347.00	197.00	240.87	741.55
695	347.00	197.00	241.21	776.87
696	347.00	200.00	245.50	840.02
697	347.00	197.00	244.03	613.00
698	347.00	198.00	242.88	617.91
699	347.00	189.00	241.56	628.12
700	347.00	185.00	241.87	663.49
701	347.00	201.00	240.90	557.84
702	347.00	196.00	240.16	609.18
703	347.00	193.00	238.82	613.05
704	347.00	197.00	242.37	673.65
705	347.00	198.00	242.55	800.84
706	347.00	190.00	243.49	821.21
707	347.00	186.00	244.89	683.58
708	352.00	189.00	244.53	726.38
709	352.00	190.00	246.68	719.72
710	352.00	206.00	246.58	624.92
711	352.00	195.00	247.44	798.71
712	352.00	205.00	245.53	681.82
713	352.00	196.00	244.86	531.01
714	352.00	207.00	246.22	611.63
715	352.00	199.00	247.23	759.99
716	352.00	199.00	247.47	781.96
717	352.00	198.00	247.24	899.73
718	352.00	202.00	249.90	1053.72
719	352.00	195.00	248.94	1032.06
720	352.00	183.00	246.35	781.20
721	352.00	172.00	245.10	765.12
722	352.00	191.00	246.15	701.88
723	352.00	189.00	246.99	697.18
724	352.00	203.00	244.44	583.32
725	352.00	196.00	243.92	650.79
726	352.00	197.00	245.02	631.23
727	352.00	196.00	246.67	731.78
728	352.00	196.00	244.32	709.91
729	352.00	197.00	242.02	564.22
730	352.00	201.00	242.02	648.28
731	352.00	194.00	242.65	692.90
732	352.00	193.00	245.12	849.78
733	352.00	196.00	244.55	716.11
734	352.00	196.00	245.57	754.26
735	352.00	199.00	246.69	676.61
736	352.00	191.00	246.91	770.34
737	352.00	197.00	245.10	716.20
738	352.00	197.00	244.38	687.40
739	352.00	197.00	243.78	694.59
740	352.00	203.00	243.32	582.24
741	352.00	189.00	241.04	651.77
742	352.00	193.00	239.21	595.10
743	352.00	192.00	242.31	748.73
744	352.00	191.00	243.57	909.32
745	352.00	190.00	243.16	777.37
746	352.00	186.00	244.44	810.79
747	352.00	186.00	245.87	764.12
748	352.00	195.00	248.10	802.50
749	354.00	198.00	252.12	1034.03
750	354.00	197.00	254.32	984.79
751	354.00	203.00	253.28	912.58
752	354.00	204.00	258.00	868.03
753	354.00	206.00	256.58	655.46
754	354.00	196.00	257.05	586.88
755	354.00	196.00	258.60	609.85
756	354.00	205.00	257.55	526.85
757	354.00	205.00	259.11	606.88
758	354.00	198.00	256.54	624.01
759	354.00	200.00	258.02	625.67
760	354.00	209.00	256.04	558.24
761	354.00	214.00	257.46	604.27
762	354.00	209.00	256.42	568.98
763	354.00	210.00	257.34	536.98
764	354.00	222.00	257.01	486.36
765	354.00	210.00	256.06	460.75
766	354.00	213.00	254.46	518.29
767	354.00	221.00	257.38	585.74
768	360.00	217.00	256.64	575.27
769	360.00	209.00	255.08	550.21
770	360.00	211.00	255.44	599.41
771	360.00	203.00	253.19	509.73
772	360.00	192.00	251.62	591.93
773	360.00	192.00	250.35	585.37
774	360.00	205.00	251.14	674.08
775	360.00	200.00	247.38	496.23
